epoch,loss,loss_kae,action,recon,state,latent,elapsed_s
1,56.07517910003662,4.437938451766968,61.81265211105347,0.5465470999479294,3.8801432847976685,0.011248163267737255,0.10329655488021672
2,53.10949468612671,4.5350149273872375,58.50666046142578,0.5625698491930962,3.952404648065567,0.020040445029735565,0.18219105387106538
3,50.67484092712402,4.854495167732239,55.76599168777466,0.6129900440573692,4.208898067474365,0.03260700264945626,0.259501744993031
4,48.99112844467163,5.193894445896149,53.85748910903931,0.688678465783596,4.452932000160217,0.0522840553894639,0.33720203093253076
5,47.57381296157837,5.403256177902222,52.25943326950073,0.7273069247603416,4.569752514362335,0.1061968645080924,0.4129414870403707
6,46.299102783203125,5.526210963726044,50.8294243812561,0.7141823992133141,4.590039312839508,0.22198929451406002,0.488774353871122
7,45.197126388549805,5.686330437660217,49.5872163772583,0.7108230143785477,4.624285876750946,0.35122150182724,0.5653175308834761
8,44.16366720199585,5.877661049365997,48.417667865753174,0.7368734553456306,4.7034724950790405,0.4373151548206806,0.6411109350156039
9,43.20620155334473,6.039314925670624,47.335856914520264,0.7528875097632408,4.759023189544678,0.527404174208641,0.7169095890130848
10,42.26420736312866,6.164884924888611,46.27524423599243,0.7545861229300499,4.795319020748138,0.6149797216057777,0.7926043670158833
11,41.41253852844238,6.287384510040283,45.315335750579834,0.7602974995970726,4.819614112377167,0.7074729800224304,0.8682405159343034
12,40.62589693069458,6.388005197048187,44.43010759353638,0.7693146169185638,4.835423171520233,0.7832674831151962,0.9440703790169209
13,39.87579345703125,6.4700934290885925,43.58753967285156,0.7725831568241119,4.847416639328003,0.8500936850905418,1.0196501219179481
14,39.176485538482666,6.554887294769287,42.801108837127686,0.7749084159731865,4.852709710597992,0.9272692576050758,1.0955205580685288
15,38.52006244659424,6.6288803815841675,42.063528537750244,0.7778074219822884,4.846579134464264,1.0044938027858734,1.1716759449336678
16,37.925095081329346,6.69136118888855,41.395511627197266,0.7790269032120705,4.833694040775299,1.0786403566598892,1.2479232219047844
17,37.322147846221924,6.74430114030838,40.71968746185303,0.7859381586313248,4.82208251953125,1.1362803727388382,1.324830463854596
18,36.77188301086426,6.8029367327690125,40.10176706314087,0.7904962822794914,4.802256643772125,1.2101839184761047,1.400641803862527
19,36.24459362030029,6.822156608104706,39.51375484466553,0.801969550549984,4.795696437358856,1.2244905978441238,1.4762631650082767
20,35.694992542266846,6.8562487959861755,38.899298667907715,0.8178019374608994,4.77052766084671,1.267919272184372,1.55210887407884
21,35.160653591156006,6.9021607637405396,38.30048751831055,0.8268738687038422,4.742464482784271,1.3328224122524261,1.6280147288925946
22,34.61524534225464,6.934428930282593,37.69089221954346,0.8363131135702133,4.710928559303284,1.3871872127056122,1.7037216909229755
23,34.10066318511963,6.979767858982086,37.114097118377686,0.8467989787459373,4.68656313419342,1.4464057683944702,1.7794352408964187
24,33.55285406112671,7.006765842437744,36.50242042541504,0.859933540225029,4.652566313743591,1.4942658990621567,1.8556585579644889
25,33.09715461730957,7.032726526260376,35.99320316314697,0.8733314126729965,4.621494233608246,1.5379008799791336,1.931859752861783
26,32.600011110305786,7.043494820594788,35.43962478637695,0.8933743238449097,4.59331488609314,1.5568055659532547,2.0076851919293404
27,32.17307996749878,7.057811915874481,34.96366548538208,0.9043926894664764,4.561775505542755,1.5916437953710556,2.083568299887702
28,31.77552032470703,7.086112201213837,34.51878833770752,0.9161950871348381,4.528330862522125,1.641586109995842,2.1593838329426944
29,31.399386882781982,7.0921860337257385,34.1001877784729,0.9336933568120003,4.497191905975342,1.6613006442785263,2.23499505687505
30,31.078224658966064,7.105083644390106,33.74190807342529,0.9456639885902405,4.4654704332351685,1.6939492225646973,2.310523649910465
31,30.648242473602295,7.069661438465118,33.268086194992065,0.955400139093399,4.435304164886475,1.6789571791887283,2.386153132887557
32,30.236804485321045,7.100415349006653,32.8075156211853,0.9595815390348434,4.393662810325623,1.7471708953380585,2.4618202429264784
33,29.825047492980957,7.103716790676117,32.34964060783386,0.9645028933882713,4.351558029651642,1.7876557856798172,2.5377630828879774
34,29.39109444618225,7.066938579082489,31.871556758880615,0.969160296022892,4.304453134536743,1.7933250665664673,2.613621471915394
35,29.032379388809204,7.080980479717255,31.4714252948761,0.9699758514761925,4.259346604347229,1.851657897233963,2.689394033048302
36,28.653287887573242,7.038683593273163,31.054911851882935,0.9819327741861343,4.231757402420044,1.8249934315681458,2.765404700068757
37,28.296732187271118,7.024341404438019,30.66033172607422,0.9901185557246208,4.193919360637665,1.8403036296367645,2.8419331319164485
38,28.00944209098816,7.03776353597641,30.33962893486023,0.9975264817476273,4.149347424507141,1.8908897191286087,2.9186000048648566
39,27.6850643157959,7.011827886104584,29.982091426849365,1.0005853548645973,4.117287993431091,1.893954560160637,2.9949582980480045
40,27.40131378173828,7.026967525482178,29.665131092071533,1.0037389546632767,4.073384702205658,1.9498439282178879,3.0712820319458842
41,27.051063060760498,6.963025987148285,29.28306818008423,1.0099562108516693,4.035904347896576,1.9171653985977173,3.1481606669258326
42,26.746741771697998,6.972287714481354,28.943904161453247,1.0099691972136497,3.985787510871887,1.9765311628580093,3.224299978930503
43,26.409655570983887,6.908857226371765,28.576411962509155,1.0165444761514664,3.9446013271808624,1.9477113783359528,3.3006327769253403
44,26.1247136592865,6.943589210510254,28.255950212478638,1.0141201615333557,3.8990447223186493,2.0304244309663773,3.376594282919541
45,25.83460283279419,6.87310266494751,27.941437005996704,1.0208086371421814,3.855166047811508,1.9971280992031097,3.4523224849253893
46,25.516355276107788,6.87095308303833,27.588067531585693,1.017210692167282,3.7953231036663055,2.0584192872047424,3.528054228052497
47,25.23167586326599,6.824210345745087,27.276950120925903,1.018636479973793,3.751168966293335,2.054405003786087,3.603963191853836
48,25.00840663909912,6.872667908668518,27.023489236831665,1.0183995217084885,3.7010240852832794,2.153244286775589,3.679704630980268
49,24.627934217453003,6.723234176635742,26.617345809936523,1.0179125517606735,3.6579094231128693,2.047412231564522,3.755598529940471
50,24.378857851028442,6.77185732126236,26.335192441940308,1.0176283866167068,3.5990140438079834,2.1552148908376694,3.8312694940250367
51,23.992087841033936,6.696037828922272,25.913872003555298,1.019362211227417,3.5434263944625854,2.1332492530345917,3.9077632219996303
52,23.735780477523804,6.675025582313538,25.631420135498047,1.0130779296159744,3.4847054481506348,2.1772423684597015,3.9836428358685225
53,23.568466663360596,6.635816514492035,25.449872970581055,1.0144002884626389,3.4391133785247803,2.1823028922080994,4.059494029963389
54,23.180678844451904,6.664105713367462,25.015854597091675,1.0170584619045258,3.3770995438098907,2.2699476778507233,4.136367853032425
55,22.96203327178955,6.552711248397827,24.785292387008667,1.0153853297233582,3.3243390321731567,2.2129868865013123,4.212542218854651
