epoch,loss,loss_kae,action,recon,state,latent,elapsed_s
1,72.87138080596924,5.309569180011749,80.37825107574463,0.5530637428164482,4.744112610816956,0.01239287288626656,0.13357514305971563
2,69.8644495010376,5.363505959510803,77.03122329711914,0.5648117139935493,4.772370874881744,0.026323451660573483,0.24071156815625727
3,67.2148847579956,5.608246028423309,74.0600700378418,0.5961621478199959,4.957231819629669,0.054852011147886515,0.3415471699554473
4,65.2043833732605,5.860524594783783,71.7981481552124,0.6323078572750092,5.121771514415741,0.10644522774964571,0.44440803909674287
5,63.56817054748535,6.043729186058044,69.95977783203125,0.6443528309464455,5.193341612815857,0.20603488013148308,0.5468416551593691
6,62.17038679122925,6.238994002342224,68.38498783111572,0.6502624973654747,5.249978840351105,0.3387526012957096,0.6567396000027657
7,60.95462226867676,6.462692141532898,67.00928211212158,0.6705712452530861,5.32320773601532,0.46891315653920174,0.76121119200252
8,59.823524475097656,6.657982885837555,65.73080825805664,0.692391075193882,5.399890184402466,0.5657016709446907,0.8577094741631299
9,58.77905559539795,6.834392011165619,64.55068683624268,0.7042381539940834,5.456212818622589,0.6739410310983658,0.9562188051640987
10,57.78937244415283,6.989069998264313,63.433852672576904,0.7151187062263489,5.488093256950378,0.7858580574393272,1.0574095260817558
11,56.8450722694397,7.129073143005371,62.36907386779785,0.731143482029438,5.516663014888763,0.8812667205929756,1.1511398530565202
12,56.00550317764282,7.268910586833954,61.420681953430176,0.7540977671742439,5.545381724834442,0.9694310650229454,1.2463062040042132
13,55.227370738983154,7.393072009086609,60.54229545593262,0.781823456287384,5.562745451927185,1.0485031455755234,1.3470474481582642
14,54.50754976272583,7.504447340965271,59.73011875152588,0.8128319308161736,5.572803556919098,1.118811845779419,1.4455905889626592
15,53.79317760467529,7.609631240367889,58.92468452453613,0.8459355533123016,5.567784070968628,1.1959117352962494,1.5467439680360258
16,53.196935176849365,7.691624820232391,58.253082275390625,0.8764461576938629,5.572922587394714,1.242255985736847,1.6418872310314327
17,52.53714990615845,7.740038812160492,57.51460790634155,0.90328798443079,5.5570181012153625,1.2797327041625977,1.7401301481295377
18,51.97276163101196,7.7931230664253235,56.8816123008728,0.9254607185721397,5.535479545593262,1.3321827501058578,1.8488503620028496
19,51.41740608215332,7.842292547225952,56.25908613204956,0.9476529732346535,5.51062399148941,1.3840155601501465,1.9552375511266291
20,50.94479942321777,7.857921779155731,55.73223161697388,0.9655446484684944,5.488424777984619,1.4039522260427475,2.0571839141193777
21,50.42187213897705,7.888502895832062,55.14780330657959,0.9824830070137978,5.460814714431763,1.445205196738243,2.1584304701536894
22,49.86894607543945,7.910911023616791,54.53095245361328,0.9953140690922737,5.410440742969513,1.5051562786102295,2.258453580085188
23,49.62038278579712,7.984745144844055,54.24656629562378,1.0046580955386162,5.38770866394043,1.5923783481121063,2.359743887092918
